752 9628
148 148 4
148 151 -1
148 155 -1
148 156 -0.5
149 22 -1
149 131 -0.5
149 138 -0.5
149 149 2
150 141 -0.5
150 145 -0.5
150 150 2
150 463 -0.2
150 691 -0.2
150 692 -0.2
150 693 -0.2
150 694 -0.2
151 15 -0.0769231
151 36 -0.0769231
151 118 -0.0769231
151 148 -1
151 151 4
151 158 -0.0769231
151 316 -0.0769231
151 332 -0.0769231
151 336 -0.0769231
151 337 -0.0769231
151 338 -0.0769231
151 339 -0.0769231
151 340 -0.0769231
151 455 -0.25
151 458 -0.0769231
151 459 -0.25
151 465 -0.25
151 569 -0.0769231
152 121 -0.166667
152 123 -0.166667
152 124 -0.25
152 146 -0.25
152 152 4
152 153 -1
152 157 -1
152 306 -0.166667
152 307 -0.166667
152 310 -0.25
152 321 -0.25
152 335 -0.166667
152 718 -0.166667
153 17 -0.0769231
153 137 -0.0769231
153 140 -0.0769231
153 147 -0.0769231
153 152 -1
153 153 2.92308
153 154 -1
153 317 -0.0769231
153 318 -0.0769231
153 319 -0.0769231
153 320 -0.0769231
153 321 -0.0769231
153 327 -0.0769231
153 334 -0.0769231
153 662 -0.0769231
154 17 -0.0769231
154 137 -0.0769231
154 140 -0.0769231
154 147 -0.0769231
154 153 -1
154 154 2.92308
154 155 -1
154 317 -0.0769231
154 318 -0.0769231
154 319 -0.0769231
154 320 -0.0769231
154 321 -0.0769231
154 327 -0.0769231
154 334 -0.0769231
154 662 -0.0769231
155 18 -0.2
155 20 -0.2
155 139 -0.2
155 148 -1
155 154 -1
155 155 4
155 346 -0.2
155 462 -0.5
155 464 -0.5
155 728 -0.2
156 31 -0.25
156 137 -0.25
156 142 -0.5
156 147 -0.25
156 148 -0.5
156 156 2
156 672 -0.25
157 125 -0.25
157 131 -0.25
157 143 -0.25
157 147 -0.25
157 152 -1
157 157 3
157 308 -0.25
157 309 -0.25
157 319 -0.25
157 320 -0.25
158 15 -0.0769231
158 30 -0.5
158 31 -0.5
158 36 -0.0769231
158 118 -0.0769231
158 144 -0.5
158 145 -0.5
158 151 -0.0769231
158 158 3
158 316 -0.0769231
158 332 -0.0769231
158 336 -0.0769231
158 337 -0.0769231
158 338 -0.0769231
158 339 -0.0769231
158 340 -0.0769231
158 458 -0.0769231
158 569 -0.0769231
159 108 -0.333333
159 112 -0.25
159 127 -0.25
159 146 -0.333333
159 159 2
159 563 -0.25
159 566 -0.333333
159 571 -0.25
160 9 -0.0588235
160 141 -0.0588235
160 160 2
160 178 -0.25
160 202 -0.25
160 216 -0.25
160 225 -0.25
160 233 -0.0588235
160 363 -0.0588235
160 364 -0.0588235
160 385 -0.0588235
160 386 -0.0588235
160 450 -0.0588235
160 456 -0.0588235
160 466 -0.0588235
160 492 -0.0588235
160 521 -0.0588235
160 607 -0.0588235
160 626 -0.0588235
160 698 -0.0588235
160 747 -0.0588235
161 161 3.16667
161 162 -0.166667
161 163 -0.166667
161 164 -0.166667
161 165 -0.166667
161 166 -0.166667
161 167 -0.166667
161 171 -0.166667
161 172 -1
161 173 -0.166667
161 177 -0.166667
161 178 -0.166667
161 510 -0.5
162 161 -0.166667
162 162 2.33333
162 163 -1
162 164 -0.333333
162 165 -0.166667
162 166 -0.166667
162 177 -0.166667
162 179 -0.333333
163 161 -0.166667
163 162 -1
163 163 2.83333
163 164 -0.5
163 165 -0.5
163 166 -0.166667
163 177 -0.166667
163 179 -0.333333
164 161 -0.166667
164 162 -0.333333
164 163 -0.5
164 164 2.16667
164 165 -0.5
164 166 -0.166667
164 177 -0.166667
164 179 -0.333333
165 161 -0.166667
165 162 -0.166667
165 163 -0.5
165 164 -0.5
165 165 3.33333
165 166 -0.166667
165 167 -0.166667
165 171 -0.166667
165 173 -0.166667
165 174 -1
165 177 -0.166667
165 178 -0.166667
166 161 -0.166667
166 162 -0.166667
166 163 -0.166667
166 164 -0.166667
166 165 -0.166667
166 166 3.5
166 167 -0.5
166 171 -0.166667
166 172 -0.5
166 173 -0.166667
166 177 -0.166667
166 178 -0.166667
166 181 -1
167 161 -0.166667
167 165 -0.166667
167 166 -0.5
167 167 3.16667
167 168 -0.2
167 169 -0.2
167 170 -0.2
167 171 -0.2
167 172 -0.5
167 173 -0.166667
167 176 -0.2
167 178 -0.166667
167 510 -0.5
168 167 -0.2
168 168 2.26667
168 169 -1
168 170 -0.333333
168 171 -0.2
168 176 -0.2
168 180 -0.333333
169 167 -0.2
169 168 -1
169 169 2.73333
169 170 -0.5
169 171 -0.5
169 176 -0.2
169 180 -0.333333
170 167 -0.2
170 168 -0.333333
170 169 -0.5
170 170 2.06667
170 171 -0.5
170 176 -0.2
170 180 -0.333333
171 161 -0.166667
171 165 -0.166667
171 166 -0.166667
171 167 -0.2
171 168 -0.2
171 169 -0.5
171 170 -0.5
171 171 3.43333
171 173 -0.166667
171 174 -1
171 176 -0.2
171 178 -0.166667
172 161 -1
172 166 -0.5
172 167 -0.5
172 172 3
172 173 -1
173 161 -0.166667
173 165 -0.166667
173 166 -0.166667
173 167 -0.166667
173 171 -0.166667
173 172 -1
173 173 3
173 178 -0.166667
173 179 -0.5
173 180 -0.5
174 165 -1
174 171 -1
174 174 3
174 206 -0.5
174 229 -0.5
175 1 -1
175 175 3
175 176 -1
175 177 -1
176 167 -0.2
176 168 -0.2
176 169 -0.2
176 170 -0.2
176 171 -0.2
176 175 -1
176 176 2
177 161 -0.166667
177 162 -0.166667
177 163 -0.166667
177 164 -0.166667
177 165 -0.166667
177 166 -0.166667
177 175 -1
177 177 2
178 160 -0.25
178 161 -0.166667
178 165 -0.166667
178 166 -0.166667
178 167 -0.166667
178 171 -0.166667
178 173 -0.166667
178 178 2
178 202 -0.25
178 216 -0.25
178 225 -0.25
179 162 -0.333333
179 163 -0.333333
179 164 -0.333333
179 173 -0.5
179 179 2
179 180 -0.5
180 168 -0.333333
180 169 -0.333333
180 170 -0.333333
180 173 -0.5
180 179 -0.5
180 180 2
181 166 -1
181 181 3.00909
181 182 -0.5
181 183 -0.0909091
181 184 -0.0909091
181 185 -0.0909091
181 186 -0.0909091
181 187 -0.0909091
181 188 -0.0909091
181 189 -0.0909091
181 190 -0.0909091
181 197 -0.5
181 202 -0.0909091
181 204 -0.0909091
181 207 -0.1
182 181 -0.5
182 182 2.41818
182 183 -0.5
182 184 -0.0909091
182 185 -0.0909091
182 186 -0.0909091
182 187 -0.0909091
182 188 -0.0909091
182 189 -0.0909091
182 190 -0.0909091
182 197 -0.5
182 202 -0.0909091
182 204 -0.0909091
182 207 -0.1
183 181 -0.0909091
183 182 -0.5
183 183 3.82727
183 184 -0.333333
183 185 -0.0909091
183 186 -0.0909091
183 187 -0.0909091
183 188 -0.0909091
183 189 -0.0909091
183 190 -0.0909091
183 196 -0.333333
183 197 -0.5
183 202 -0.0909091
183 204 -0.333333
183 205 -1
183 207 -0.1
184 181 -0.0909091
184 182 -0.0909091
184 183 -0.333333
184 184 3.82727
184 185 -1
184 186 -0.0909091
184 187 -0.0909091
184 188 -0.0909091
184 189 -0.0909091
184 190 -0.0909091
184 196 -0.333333
184 202 -0.0909091
184 203 -1
184 204 -0.333333
184 207 -0.1
185 181 -0.0909091
185 182 -0.0909091
185 183 -0.0909091
185 184 -1
185 185 3.91818
185 186 -0.333333
185 187 -0.0909091
185 188 -0.0909091
185 189 -0.0909091
185 190 -0.0909091
185 193 -0.333333
185 194 -1
185 195 -0.333333
185 202 -0.0909091
185 204 -0.0909091
185 207 -0.1
186 181 -0.0909091
186 182 -0.0909091
186 183 -0.0909091
186 184 -0.0909091
186 185 -0.333333
186 186 3.58485
186 187 -0.333333
186 188 -0.0909091
186 189 -0.0909091
186 190 -0.0909091
186 193 -0.333333
186 194 -1
186 195 -0.333333
186 202 -0.0909091
186 204 -0.0909091
186 205 -0.333333
186 207 -0.1
187 181 -0.0909091
187 182 -0.0909091
187 183 -0.0909091
187 184 -0.0909091
187 185 -0.0909091
187 186 -0.333333
187 187 3.58485
187 188 -0.5
187 189 -0.0909091
187 190 -0.0909091
187 193 -0.5
187 194 -1
187 202 -0.0909091
187 204 -0.0909091
187 205 -0.333333
187 207 -0.1
188 181 -0.0909091
188 182 -0.0909091
188 183 -0.0909091
188 184 -0.0909091
188 185 -0.0909091
188 186 -0.0909091
188 187 -0.5
188 188 3.91818
188 189 -0.5
188 190 -0.0909091
188 191 -0.5
188 192 -1
188 193 -0.5
188 202 -0.0909091
188 204 -0.0909091
188 207 -0.1
189 181 -0.0909091
189 182 -0.0909091
189 183 -0.0909091
189 184 -0.0909091
189 185 -0.0909091
189 186 -0.0909091
189 187 -0.0909091
189 188 -0.5
189 189 3.41818
189 190 -0.5
189 191 -0.5
189 192 -1
189 202 -0.0909091
189 204 -0.0909091
189 207 -0.1
190 181 -0.0909091
190 182 -0.0909091
190 183 -0.0909091
190 184 -0.0909091
190 185 -0.0909091
190 186 -0.0909091
190 187 -0.0909091
190 188 -0.0909091
190 189 -0.5
190 190 3.50909
190 191 -1
190 192 -1
190 202 -0.0909091
190 204 -0.0909091
190 207 -0.1
191 188 -0.5
191 189 -0.5
191 190 -1
191 191 3
191 198 -1
192 188 -1
192 189 -1
192 190 -1
192 192 4
192 199 -1
193 185 -0.333333
193 186 -0.333333
193 187 -0.5
193 188 -0.5
193 193 3.33333
193 195 -0.333333
193 198 -1
193 205 -0.333333
194 185 -1
194 186 -1
194 187 -1
194 194 4
194 199 -1
195 185 -0.333333
195 186 -0.333333
195 193 -0.333333
195 195 4
195 196 -0.25
195 203 -0.25
195 204 -0.5
195 205 -0.5
195 206 -0.5
195 207 -0.5
195 216 -0.25
195 222 -0.25
196 183 -0.333333
196 184 -0.333333
196 195 -0.25
196 196 3
196 198 -0.333333
196 199 -0.333333
196 203 -0.25
196 204 -0.333333
196 216 -0.25
196 222 -0.25
196 224 -0.333333
197 181 -0.5
197 182 -0.5
197 183 -0.5
197 197 2.5
197 198 -0.5
197 199 -0.5
198 191 -1
198 193 -1
198 196 -0.333333
198 197 -0.5
198 198 4.66667
198 199 -0.5
198 200 -0.5
198 201 -0.5
198 224 -0.333333
199 192 -1
199 194 -1
199 196 -0.333333
199 197 -0.5
199 198 -0.5
199 199 4.66667
199 200 -1
199 224 -0.333333
200 198 -0.5
200 199 -1
200 200 3
200 201 -0.5
200 226 -1
201 198 -0.5
201 200 -0.5
201 201 2
201 219 -1
202 160 -0.25
202 178 -0.25
202 181 -0.0909091
202 182 -0.0909091
202 183 -0.0909091
202 184 -0.0909091
202 185 -0.0909091
202 186 -0.0909091
202 187 -0.0909091
202 188 -0.0909091
202 189 -0.0909091
202 190 -0.0909091
202 202 2
202 204 -0.0909091
202 216 -0.25
202 225 -0.25
203 184 -1
203 195 -0.25
203 196 -0.25
203 203 2
203 216 -0.25
203 222 -0.25
204 181 -0.0909091
204 182 -0.0909091
204 183 -0.333333
204 184 -0.333333
204 185 -0.0909091
204 186 -0.0909091
204 187 -0.0909091
204 188 -0.0909091
204 189 -0.0909091
204 190 -0.0909091
204 195 -0.5
204 196 -0.333333
204 202 -0.0909091
204 204 3.81818
204 205 -0.5
204 231 -1
205 183 -1
205 186 -0.333333
205 187 -0.333333
205 193 -0.333333
205 195 -0.5
205 204 -0.5
205 205 4
205 232 -1
206 174 -0.5
206 195 -0.5
206 206 2
206 207 -0.5
206 229 -0.5
207 181 -0.1
207 182 -0.1
207 183 -0.1
207 184 -0.1
207 185 -0.1
207 186 -0.1
207 187 -0.1
207 188 -0.1
207 189 -0.1
207 190 -0.1
207 195 -0.5
207 206 -0.5
207 207 2
208 208 3.5
208 209 -0.2
208 210 -0.2
208 211 -0.2
208 212 -0.2
208 213 -0.5
208 215 -0.2
208 220 -0.333333
208 221 -0.333333
208 227 -0.5
208 229 -0.333333
208 409 -0.5
209 208 -0.2
209 209 3.3
209 210 -1
209 211 -0.2
209 212 -0.2
209 213 -1
209 215 -0.2
209 227 -0.5
210 208 -0.2
210 209 -1
210 210 3.6
210 211 -1
210 212 -0.2
210 213 -1
210 215 -0.2
211 208 -0.2
211 209 -0.2
211 210 -1
211 211 2.6
211 212 -0.5
211 214 -0.5
211 215 -0.2
212 208 -0.2
212 209 -0.2
212 210 -0.2
212 211 -0.5
212 212 2.3
212 214 -1
212 215 -0.2
213 208 -0.5
213 209 -1
213 210 -1
213 213 4
213 214 -1
213 409 -0.5
214 211 -0.5
214 212 -1
214 213 -1
214 214 3.5
214 221 -1
215 208 -0.2
215 209 -0.2
215 210 -0.2
215 211 -0.2
215 212 -0.2
215 215 2
215 220 -0.5
215 230 -0.5
216 160 -0.25
216 178 -0.25
216 195 -0.25
216 196 -0.25
216 202 -0.25
216 203 -0.25
216 216 4
216 217 -0.333333
216 222 -0.25
216 225 -0.25
216 227 -0.333333
216 232 -0.333333
216 347 -0.5
216 403 -0.5
217 216 -0.333333
217 217 3
217 221 -0.5
217 222 -0.5
217 223 -0.5
217 227 -0.333333
217 231 -0.5
217 232 -0.333333
218 218 4
218 221 -0.5
218 223 -1
218 225 -1
218 228 -0.5
218 402 -0.5
218 444 -0.5
219 201 -1
219 219 4
219 220 -0.5
219 225 -0.25
219 228 -0.5
219 230 -0.25
219 404 -0.25
219 405 -0.5
219 409 -0.25
219 442 -0.5
220 208 -0.333333
220 215 -0.5
220 219 -0.5
220 220 4
220 221 -0.333333
220 226 -0.5
220 227 -0.5
220 228 -0.5
220 229 -0.333333
220 230 -0.5
221 208 -0.333333
221 214 -1
221 217 -0.5
221 218 -0.5
221 220 -0.333333
221 221 5
221 227 -1
221 228 -0.5
221 229 -0.333333
221 231 -0.5
222 195 -0.25
222 196 -0.25
222 203 -0.25
222 216 -0.25
222 217 -0.5
222 222 2
222 223 -0.5
223 217 -0.5
223 218 -1
223 222 -0.5
223 223 3
223 224 -0.5
223 232 -0.5
224 196 -0.333333
224 198 -0.333333
224 199 -0.333333
224 223 -0.5
224 224 2.5
224 232 -1
225 160 -0.25
225 178 -0.25
225 202 -0.25
225 216 -0.25
225 218 -1
225 219 -0.25
225 225 3
225 230 -0.25
225 404 -0.25
225 409 -0.25
226 200 -1
226 220 -0.5
226 226 2
226 227 -0.5
227 208 -0.5
227 209 -0.5
227 216 -0.333333
227 217 -0.333333
227 220 -0.5
227 221 -1
227 226 -0.5
227 227 4
227 232 -0.333333
228 218 -0.5
228 219 -0.5
228 220 -0.5
228 221 -0.5
228 228 3
228 231 -0.5
228 232 -0.5
229 174 -0.5
229 206 -0.5
229 208 -0.333333
229 220 -0.333333
229 221 -0.333333
229 229 2
230 215 -0.5
230 219 -0.25
230 220 -0.5
230 225 -0.25
230 230 2
230 404 -0.25
230 409 -0.25
231 204 -1
231 217 -0.5
231 221 -0.5
231 228 -0.5
231 231 3
231 232 -0.5
232 205 -1
232 216 -0.333333
232 217 -0.333333
232 223 -0.5
232 224 -1
232 227 -0.333333
232 228 -0.5
232 231 -0.5
232 232 4.5
233 9 -0.0588235
233 141 -0.0588235
233 160 -0.0588235
233 233 2
233 251 -0.25
233 275 -0.25
233 289 -0.25
233 298 -0.25
233 363 -0.0588235
233 364 -0.0588235
233 385 -0.0588235
233 386 -0.0588235
233 450 -0.0588235
233 456 -0.0588235
233 466 -0.0588235
233 492 -0.0588235
233 521 -0.0588235
233 607 -0.0588235
233 626 -0.0588235
233 698 -0.0588235
233 747 -0.0588235
234 234 3.16667
234 235 -0.166667
234 236 -0.166667
234 237 -0.166667
234 238 -0.166667
234 239 -0.166667
234 240 -0.166667
234 244 -0.166667
234 245 -1
234 246 -0.166667
234 250 -0.166667
234 251 -0.166667
234 515 -0.5
235 234 -0.166667
235 235 2.33333
235 236 -1
235 237 -0.333333
235 238 -0.166667
235 239 -0.166667
235 250 -0.166667
235 252 -0.333333
236 234 -0.166667
236 235 -1
236 236 2.83333
236 237 -0.5
236 238 -0.5
236 239 -0.166667
236 250 -0.166667
236 252 -0.333333
237 234 -0.166667
237 235 -0.333333
237 236 -0.5
237 237 2.16667
237 238 -0.5
237 239 -0.166667
237 250 -0.166667
237 252 -0.333333
238 234 -0.166667
238 235 -0.166667
238 236 -0.5
238 237 -0.5
238 238 3.33333
238 239 -0.166667
238 240 -0.166667
238 244 -0.166667
238 246 -0.166667
238 247 -1
238 250 -0.166667
238 251 -0.166667
239 234 -0.166667
239 235 -0.166667
239 236 -0.166667
239 237 -0.166667
239 238 -0.166667
239 239 3.5
239 240 -0.5
239 244 -0.166667
239 245 -0.5
239 246 -0.166667
239 250 -0.166667
239 251 -0.166667
239 254 -1
240 234 -0.166667
240 238 -0.166667
240 239 -0.5
240 240 3.16667
240 241 -0.2
240 242 -0.2
240 243 -0.2
240 244 -0.2
240 245 -0.5
240 246 -0.166667
240 249 -0.2
240 251 -0.166667
240 515 -0.5
241 240 -0.2
241 241 2.26667
241 242 -1
241 243 -0.333333
241 244 -0.2
241 249 -0.2
241 253 -0.333333
242 240 -0.2
242 241 -1
242 242 2.73333
242 243 -0.5
242 244 -0.5
242 249 -0.2
242 253 -0.333333
243 240 -0.2
243 241 -0.333333
243 242 -0.5
243 243 2.06667
243 244 -0.5
243 249 -0.2
243 253 -0.333333
244 234 -0.166667
244 238 -0.166667
244 239 -0.166667
244 240 -0.2
244 241 -0.2
244 242 -0.5
244 243 -0.5
244 244 3.43333
244 246 -0.166667
244 247 -1
244 249 -0.2
244 251 -0.166667
245 234 -1
245 239 -0.5
245 240 -0.5
245 245 3
245 246 -1
246 234 -0.166667
246 238 -0.166667
246 239 -0.166667
246 240 -0.166667
246 244 -0.166667
246 245 -1
246 246 3
246 251 -0.166667
246 252 -0.5
246 253 -0.5
247 238 -1
247 244 -1
247 247 3
247 279 -0.5
247 302 -0.5
248 2 -1
248 248 3
248 249 -1
248 250 -1
249 240 -0.2
249 241 -0.2
249 242 -0.2
249 243 -0.2
249 244 -0.2
249 248 -1
249 249 2
250 234 -0.166667
250 235 -0.166667
250 236 -0.166667
250 237 -0.166667
250 238 -0.166667
250 239 -0.166667
250 248 -1
250 250 2
251 233 -0.25
251 234 -0.166667
251 238 -0.166667
251 239 -0.166667
251 240 -0.166667
251 244 -0.166667
251 246 -0.166667
251 251 2
251 275 -0.25
251 289 -0.25
251 298 -0.25
252 235 -0.333333
252 236 -0.333333
252 237 -0.333333
252 246 -0.5
252 252 2
252 253 -0.5
253 241 -0.333333
253 242 -0.333333
253 243 -0.333333
253 246 -0.5
253 252 -0.5
253 253 2
254 239 -1
254 254 3.00909
254 255 -0.5
254 256 -0.0909091
254 257 -0.0909091
254 258 -0.0909091
254 259 -0.0909091
254 260 -0.0909091
254 261 -0.0909091
254 262 -0.0909091
254 263 -0.0909091
254 270 -0.5
254 275 -0.0909091
254 277 -0.0909091
254 280 -0.1
255 254 -0.5
255 255 2.41818
255 256 -0.5
255 257 -0.0909091
255 258 -0.0909091
255 259 -0.0909091
255 260 -0.0909091
255 261 -0.0909091
255 262 -0.0909091
255 263 -0.0909091
255 270 -0.5
255 275 -0.0909091
255 277 -0.0909091
255 280 -0.1
256 254 -0.0909091
256 255 -0.5
256 256 3.82727
256 257 -0.333333
256 258 -0.0909091
256 259 -0.0909091
256 260 -0.0909091
256 261 -0.0909091
256 262 -0.0909091
256 263 -0.0909091
256 269 -0.333333
256 270 -0.5
256 275 -0.0909091
256 277 -0.333333
256 278 -1
256 280 -0.1
257 254 -0.0909091
257 255 -0.0909091
257 256 -0.333333
257 257 3.82727
257 258 -1
257 259 -0.0909091
257 260 -0.0909091
257 261 -0.0909091
257 262 -0.0909091
257 263 -0.0909091
257 269 -0.333333
257 275 -0.0909091
257 276 -1
257 277 -0.333333
257 280 -0.1
258 254 -0.0909091
258 255 -0.0909091
258 256 -0.0909091
258 257 -1
258 258 3.91818
258 259 -0.333333
258 260 -0.0909091
258 261 -0.0909091
258 262 -0.0909091
258 263 -0.0909091
258 266 -0.333333
258 267 -1
258 268 -0.333333
258 275 -0.0909091
258 277 -0.0909091
258 280 -0.1
259 254 -0.0909091
259 255 -0.0909091
259 256 -0.0909091
259 257 -0.0909091
259 258 -0.333333
259 259 3.58485
259 260 -0.333333
259 261 -0.0909091
259 262 -0.0909091
259 263 -0.0909091
259 266 -0.333333
259 267 -1
259 268 -0.333333
259 275 -0.0909091
259 277 -0.0909091
259 278 -0.333333
259 280 -0.1
260 254 -0.0909091
260 255 -0.0909091
260 256 -0.0909091
260 257 -0.0909091
260 258 -0.0909091
260 259 -0.333333
260 260 3.58485
260 261 -0.5
260 262 -0.0909091
260 263 -0.0909091
260 266 -0.5
260 267 -1
260 275 -0.0909091
260 277 -0.0909091
260 278 -0.333333
260 280 -0.1
261 254 -0.0909091
261 255 -0.0909091
261 256 -0.0909091
261 257 -0.0909091
261 258 -0.0909091
261 259 -0.0909091
261 260 -0.5
261 261 3.91818
261 262 -0.5
261 263 -0.0909091
261 264 -0.5
261 265 -1
261 266 -0.5
261 275 -0.0909091
261 277 -0.0909091
261 280 -0.1
262 254 -0.0909091
262 255 -0.0909091
262 256 -0.0909091
262 257 -0.0909091
262 258 -0.0909091
262 259 -0.0909091
262 260 -0.0909091
262 261 -0.5
262 262 3.41818
262 263 -0.5
262 264 -0.5
262 265 -1
262 275 -0.0909091
262 277 -0.0909091
262 280 -0.1
263 254 -0.0909091
263 255 -0.0909091
263 256 -0.0909091
263 257 -0.0909091
263 258 -0.0909091
263 259 -0.0909091
263 260 -0.0909091
263 261 -0.0909091
263 262 -0.5
263 263 3.50909
263 264 -1
263 265 -1
263 275 -0.0909091
263 277 -0.0909091
263 280 -0.1
264 261 -0.5
264 262 -0.5
264 263 -1
264 264 3
264 271 -1
265 261 -1
265 262 -1
265 263 -1
265 265 4
265 272 -1
266 258 -0.333333
266 259 -0.333333
266 260 -0.5
266 261 -0.5
266 266 3.33333
266 268 -0.333333
266 272 -1
266 278 -0.333333
267 258 -1
267 259 -1
267 260 -1
267 267 4
267 271 -1
268 258 -0.333333
268 259 -0.333333
268 266 -0.333333
268 268 4
268 269 -0.25
268 276 -0.25
268 277 -0.5
268 278 -0.5
268 279 -0.5
268 280 -0.5
268 289 -0.25
268 295 -0.25
269 256 -0.333333
269 257 -0.333333
269 268 -0.25
269 269 3
269 271 -0.333333
269 272 -0.333333
269 276 -0.25
269 277 -0.333333
269 289 -0.25
269 295 -0.25
269 297 -0.333333
270 254 -0.5
270 255 -0.5
270 256 -0.5
270 270 2.5
270 271 -0.5
270 272 -0.5
271 264 -1
271 267 -1
271 269 -0.333333
271 270 -0.5
271 271 4.66667
271 272 -0.5
271 273 -0.5
271 274 -0.5
271 297 -0.333333
272 265 -1
272 266 -1
272 269 -0.333333
272 270 -0.5
272 271 -0.5
272 272 4.66667
272 273 -1
272 297 -0.333333
273 271 -0.5
273 272 -1
273 273 3
273 274 -0.5
273 299 -1
274 271 -0.5
274 273 -0.5
274 274 2
274 292 -1
275 233 -0.25
275 251 -0.25
275 254 -0.0909091
275 255 -0.0909091
275 256 -0.0909091
275 257 -0.0909091
275 258 -0.0909091
275 259 -0.0909091
275 260 -0.0909091
275 261 -0.0909091
275 262 -0.0909091
275 263 -0.0909091
275 275 2
275 277 -0.0909091
275 289 -0.25
275 298 -0.25
276 257 -1
276 268 -0.25
276 269 -0.25
276 276 2
276 289 -0.25
276 295 -0.25
277 254 -0.0909091
277 255 -0.0909091
277 256 -0.333333
277 257 -0.333333
277 258 -0.0909091
277 259 -0.0909091
277 260 -0.0909091
277 261 -0.0909091
277 262 -0.0909091
277 263 -0.0909091
277 268 -0.5
277 269 -0.333333
277 275 -0.0909091
277 277 3.81818
277 278 -0.5
277 304 -1
278 256 -1
278 259 -0.333333
278 260 -0.333333
278 266 -0.333333
278 268 -0.5
278 277 -0.5
278 278 4
278 305 -1
279 247 -0.5
279 268 -0.5
279 279 2
279 280 -0.5
279 302 -0.5
280 254 -0.1
280 255 -0.1
280 256 -0.1
280 257 -0.1
280 258 -0.1
280 259 -0.1
280 260 -0.1
280 261 -0.1
280 262 -0.1
280 263 -0.1
280 268 -0.5
280 279 -0.5
280 280 2
281 281 3.5
281 282 -0.2
281 283 -0.2
281 284 -0.2
281 285 -0.2
281 286 -0.5
281 288 -0.2
281 293 -0.333333
281 294 -0.333333
281 300 -0.5
281 302 -0.333333
281 410 -0.5
282 281 -0.2
282 282 3.3
282 283 -1
282 284 -0.2
282 285 -0.2
282 286 -1
282 288 -0.2
282 300 -0.5
283 281 -0.2
283 282 -1
283 283 3.6
283 284 -1
283 285 -0.2
283 286 -1
283 288 -0.2
284 281 -0.2
284 282 -0.2
284 283 -1
284 284 2.6
284 285 -0.5
284 287 -0.5
284 288 -0.2
285 281 -0.2
285 282 -0.2
285 283 -0.2
285 284 -0.5
285 285 2.3
285 287 -1
285 288 -0.2
286 281 -0.5
286 282 -1
286 283 -1
286 286 4
286 287 -1
286 410 -0.5
287 284 -0.5
287 285 -1
287 286 -1
287 287 3.5
287 294 -1
288 281 -0.2
288 282 -0.2
288 283 -0.2
288 284 -0.2
288 285 -0.2
288 288 2
288 293 -0.5
288 303 -0.5
289 233 -0.25
289 251 -0.25
289 268 -0.25
289 269 -0.25
289 275 -0.25
289 276 -0.25
289 289 4
289 290 -0.333333
289 295 -0.25
289 298 -0.25
289 300 -0.333333
289 305 -0.333333
289 369 -0.5
289 403 -0.5
290 289 -0.333333
290 290 3
290 294 -0.5
290 295 -0.5
290 296 -0.5
290 300 -0.333333
290 304 -0.5
290 305 -0.333333
291 291 4
291 294 -0.5
291 296 -1
291 298 -1
291 301 -0.5
291 402 -0.5
291 448 -0.5
292 274 -1
292 292 4
292 293 -0.5
292 298 -0.25
292 301 -0.5
292 303 -0.25
292 404 -0.25
292 405 -0.5
292 410 -0.25
292 446 -0.5
293 281 -0.333333
293 288 -0.5
293 292 -0.5
293 293 4
293 294 -0.333333
293 299 -0.5
293 300 -0.5
293 301 -0.5
293 302 -0.333333
293 303 -0.5
294 281 -0.333333
294 287 -1
294 290 -0.5
294 291 -0.5
294 293 -0.333333
294 294 5
294 300 -1
294 301 -0.5
294 302 -0.333333
294 304 -0.5
295 268 -0.25
295 269 -0.25
295 276 -0.25
295 289 -0.25
295 290 -0.5
295 295 2
295 296 -0.5
296 290 -0.5
296 291 -1
296 295 -0.5
296 296 3
296 297 -0.5
296 305 -0.5
297 269 -0.333333
297 271 -0.333333
297 272 -0.333333
297 296 -0.5
297 297 2.5
297 305 -1
298 233 -0.25
298 251 -0.25
298 275 -0.25
298 289 -0.25
298 291 -1
298 292 -0.25
298 298 3
298 303 -0.25
298 404 -0.25
298 410 -0.25
299 273 -1
299 293 -0.5
299 299 2
299 300 -0.5
300 281 -0.5
300 282 -0.5
300 289 -0.333333
300 290 -0.333333
300 293 -0.5
300 294 -1
300 299 -0.5
300 300 4
300 305 -0.333333
301 291 -0.5
301 292 -0.5
301 293 -0.5
301 294 -0.5
301 301 3
301 304 -0.5
301 305 -0.5
302 247 -0.5
302 279 -0.5
302 281 -0.333333
302 293 -0.333333
302 294 -0.333333
302 302 2
303 288 -0.5
303 292 -0.25
303 293 -0.5
303 298 -0.25
303 303 2
303 404 -0.25
303 410 -0.25
304 277 -1
304 290 -0.5
304 294 -0.5
304 301 -0.5
304 304 3
304 305 -0.5
305 278 -1
305 289 -0.333333
305 290 -0.333333
305 296 -0.5
305 297 -1
305 300 -0.333333
305 301 -0.5
305 304 -0.5
305 305 4.5
306 120 -0.5
306 121 -0.166667
306 122 -0.5
306 123 -0.166667
306 152 -0.166667
306 306 4.5
306 307 -0.166667
306 322 -0.5
306 327 -1
306 335 -0.166667
306 336 -1
306 718 -0.166667
307 120 -0.333333
307 121 -0.166667
307 122 -0.25
307 123 -0.25
307 152 -0.166667
307 306 -0.166667
307 307 4
307 308 -0.25
307 318 -0.333333
307 323 -0.5
307 335 -0.166667
307 337 -1
307 718 -0.166667
